noteId,noteAuthorParticipantId,createdAtMillis,tweetId,classification,believable,harmful,validationDifficulty,misleadingOther,misleadingFactualError,misleadingManipulatedMedia,misleadingOutdatedInformation,misleadingMissingImportantContext,misleadingUnverifiedClaimAsFact,misleadingSatire,notMisleadingOther,notMisleadingFactuallyCorrect,notMisleadingOutdatedButNotWhenWritten,notMisleadingClearlySatire,notMisleadingPersonalOpinion,trustworthySources,summary,isMediaNote,care.virtue,care.vice,fairness.virtue,fairness.vice,loyalty.virtue,loyalty.vice,authority.virtue,authority.vice,sanctity.virtue,sanctity.vice,text,username,date,timestamp,views,reposts,quotes,likes,bookmarks
1592778879885709312,F6D9C6C3398C95AFEDAC6D58133DBA15A17A9BF191FD599F83C9D348F28557C5,1668583052022,1592776673891581952,MISINFORMED_OR_POTENTIALLY_MISLEADING,,,,0,1,0,0,0,0,0,0,0,0,0,0,1,The name of the rocket is the Space Launch System (SLS). Artemis 1 is the name of the current un-crewed mission.    https://www.nasa.gov/artemis-1,0,0,0,0,0,0,0,0,0,0,0,ALT,nytimes,"Nov 15, 2022",11:08 PM,,,,,
